participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.round_points,player.points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.paying_game,subsession.game_number,subsession.game_round,subsession.mpcr_order,subsession.variable_mpcr_game,subsession.fixed_mpcr_game,subsession.treatment,subsession.signalVariance,subsession.app_label,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,6.00,0.05,7.25,7.25,0.36,3,13.00,3.25,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,0.00,0.05,12.75,12.75,0.64,4,11.00,2.75,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,8.00,0.35,4.75,4.75,0.24,4,11.00,2.75,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,8.00,0.05,6.50,6.50,0.33,1,18.00,4.50,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,8.00,0.45,5.75,5.75,0.29,2,15.00,3.75,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,2.00,0.05,11.25,11.25,0.56,3,13.00,3.25,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,4.00,0.45,9.25,9.25,0.46,3,13.00,3.25,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,3.00,0.25,9.75,9.75,0.49,4,11.00,2.75,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,1.00,0.45,13.50,13.50,0.68,1,18.00,4.50,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,2.00,0.35,11.75,11.75,0.59,2,15.00,3.75,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,3.00,0.25,10.75,10.75,0.54,2,15.00,3.75,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,1.00,0.35,12.25,12.25,0.61,3,13.00,3.25,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,0.00,0.35,12.75,12.75,0.64,4,11.00,2.75,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,1.00,0.45,13.50,13.50,0.68,1,18.00,4.50,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,0.00,0.45,12.75,12.75,0.64,1,11.00,2.75,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,1.00,0.05,11.75,11.75,0.59,2,11.00,2.75,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,2.00,0.05,13.25,13.25,0.66,3,21.00,5.25,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,10.00,0.05,9.00,9.00,0.45,4,36.00,9.00,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,9.00,0.35,10.00,10.00,0.50,4,36.00,9.00,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,4.00,0.05,8.75,8.75,0.44,1,11.00,2.75,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,9.00,0.45,3.75,3.75,0.19,2,11.00,2.75,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,7.00,0.05,8.25,8.25,0.41,3,21.00,5.25,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,6.00,0.45,9.25,9.25,0.46,3,21.00,5.25,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,9.00,0.25,10.00,10.00,0.50,4,36.00,9.00,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,3.00,0.45,9.75,9.75,0.49,1,11.00,2.75,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,1.00,0.35,11.75,11.75,0.59,2,11.00,2.75,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,0.00,0.25,12.75,12.75,0.64,2,11.00,2.75,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,6.00,0.35,9.25,9.25,0.46,3,21.00,5.25,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,8.00,0.35,11.00,11.00,0.55,4,36.00,9.00,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,4.00,0.45,8.75,8.75,0.44,1,11.00,2.75,0.25,19,1,3,3,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,3.00,0.45,12.25,12.25,0.61,1,21.00,5.25,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,3.00,0.05,13.25,13.25,0.66,2,25.00,6.25,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,2.00,0.05,10.75,10.75,0.54,3,11.00,2.75,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,3.00,0.05,12.00,12.00,0.60,4,20.00,5.00,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,1.00,0.35,14.00,14.00,0.70,4,20.00,5.00,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,10.00,0.05,5.25,5.25,0.26,1,21.00,5.25,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,6.00,0.45,10.25,10.25,0.51,2,25.00,6.25,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,0.00,0.05,12.75,12.75,0.64,3,11.00,2.75,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,7.00,0.45,5.75,5.75,0.29,3,11.00,2.75,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,6.00,0.25,9.00,9.00,0.45,4,20.00,5.00,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,8.00,0.45,7.25,7.25,0.36,1,21.00,5.25,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,10.00,0.35,6.25,6.25,0.31,2,25.00,6.25,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,6.00,0.25,10.25,10.25,0.51,2,25.00,6.25,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,2.00,0.35,10.75,10.75,0.54,3,11.00,2.75,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,10.00,0.35,5.00,5.00,0.25,4,20.00,5.00,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,0.00,0.45,15.25,15.25,0.76,1,21.00,5.25,0.25,20,1,3,4,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,2.00,0.45,13.50,13.50,0.68,1,22.00,5.50,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,3.00,0.05,13.25,13.25,0.66,2,25.00,6.25,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,6.00,0.05,10.50,10.50,0.53,3,26.00,6.50,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,2.00,0.05,12.00,12.00,0.60,4,16.00,4.00,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,6.00,0.35,8.00,8.00,0.40,4,16.00,4.00,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,8.00,0.05,7.50,7.50,0.38,1,22.00,5.50,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,8.00,0.45,8.25,8.25,0.41,2,25.00,6.25,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,9.00,0.05,7.50,7.50,0.38,3,26.00,6.50,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,1.00,0.45,15.50,15.50,0.78,3,26.00,6.50,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,1.00,0.25,13.00,13.00,0.65,4,16.00,4.00,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,6.00,0.45,9.50,9.50,0.48,1,22.00,5.50,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,7.00,0.35,9.25,9.25,0.46,2,25.00,6.25,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,7.00,0.25,9.25,9.25,0.46,2,25.00,6.25,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,10.00,0.35,6.50,6.50,0.33,3,26.00,6.50,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,7.00,0.35,7.00,7.00,0.35,4,16.00,4.00,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,6.00,0.45,9.50,9.50,0.48,1,22.00,5.50,0.25,21,1,3,5,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,9.00,0.45,8.50,8.50,0.43,1,30.00,7.50,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,4.00,0.05,10.00,10.00,0.50,2,16.00,4.00,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,7.00,0.05,7.25,7.25,0.36,3,17.00,4.25,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,6.00,0.05,11.00,11.00,0.55,4,28.00,7.00,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,7.00,0.35,10.00,10.00,0.50,4,28.00,7.00,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,5.00,0.05,12.50,12.50,0.63,1,30.00,7.50,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,7.00,0.45,7.00,7.00,0.35,2,16.00,4.00,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,1.00,0.05,13.25,13.25,0.66,3,17.00,4.25,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,3.00,0.45,11.25,11.25,0.56,3,17.00,4.25,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,7.00,0.25,10.00,10.00,0.50,4,28.00,7.00,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,9.00,0.45,8.50,8.50,0.43,1,30.00,7.50,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,5.00,0.35,9.00,9.00,0.45,2,16.00,4.00,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,0.00,0.25,14.00,14.00,0.70,2,16.00,4.00,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,6.00,0.35,8.25,8.25,0.41,3,17.00,4.25,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,8.00,0.35,9.00,9.00,0.45,4,28.00,7.00,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,7.00,0.45,10.50,10.50,0.53,1,30.00,7.50,0.25,22,1,3,6,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,2.00,0.45,12.75,12.75,0.64,1,19.00,4.75,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,4.00,0.05,11.25,11.25,0.56,2,21.00,5.25,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,3.00,0.05,11.50,11.50,0.58,3,18.00,4.50,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,3.00,0.05,12.50,12.50,0.63,4,22.00,5.50,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,2.00,0.35,13.50,13.50,0.68,4,22.00,5.50,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,8.00,0.05,6.75,6.75,0.34,1,19.00,4.75,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,6.00,0.45,9.25,9.25,0.46,2,21.00,5.25,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,8.00,0.05,6.50,6.50,0.33,3,18.00,4.50,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,5.00,0.45,9.50,9.50,0.48,3,18.00,4.50,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,8.00,0.25,7.50,7.50,0.38,4,22.00,5.50,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,8.00,0.45,6.75,6.75,0.34,1,19.00,4.75,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,2.00,0.35,13.25,13.25,0.66,2,21.00,5.25,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,9.00,0.25,6.25,6.25,0.31,2,21.00,5.25,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,2.00,0.35,12.50,12.50,0.63,3,18.00,4.50,0.25,23,1,3,7,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
